TITLE,ACTIVE,URL_web,URL_facebook,URL_twitter,URL_youtube,URL_instagram,URL_telegram,URL_tiktok,URL_linkedin,DATE_START_year_offline,DATE_START_year_digital,DATE_START_day_digital,DATE_END_year_digital,DATE_END_day_digital,LOCATION_country,LOCATION_company_address,LOCATION_company_zipcode,LOCATION_town,REACH,NATIVE,PUBLISHER_media_group,PUBLISHER_company_name,PODCAST_offered,PODCAST_native,TOPIC_general_information,TOPIC_special_topic,TOPIC_special_topic_description,OWNERSHIP,DNR,ID_original,lat,lng,REVENUE_specify_other,LANGUAGE_specify_other,createdAt,updatedAt,publishedAt,URL_twitch,URL_whatsapp,platforms,languages,revenues,province,region
El Nas de Cardedeu,false,http://www.elnasdecardedeu.cat/,https://www.facebook.com/elnasdecardedeu,https://twitter.com/ElNASdeCardedeu,,,,,,,,,2020,,ES,"Sant Ramon, 23 - Cardedeu	(Barcelona)	08440",08440,Cardedeu,local,false,,,,,,,,unknown,false,ES_1217,41.6388053,2.3574089,,,2022-09-06T09:22:31.035Z,2023-01-27T11:11:10.971Z,2022-09-06T09:22:58.469Z,,,web,catalan,,Barcelona,Cataluña
El Nostre Digital,true,http://www.elnostreperiodic.com/,https://www.facebook.com/NostrePeriodic,https://twitter.com/NostreCiutat,https://www.youtube.com/channel/UCu-jNp8kmKRUmo9e-mwdQ4g,https://www.instagram.com/elnostreciutat/,,,,,2013,,,,ES,"Plaza Pintor Gisbert, 3. 03801 Alcoy (Alicante)",03801,Alcoy,local,false,,MES CIUTAT SA,false,false,true,General,,private,false,ES_1220,38.6965301,-0.4757099,,,2022-09-06T09:21:50.896Z,2023-01-27T11:11:25.246Z,2022-09-06T09:22:58.469Z,,,"web, print","valencian, spanish","Advertising, Subsidies (public or private)",Alicante/Alacant,Comunitat Valenciana
El País,true,http://elpais.com/,https://www.facebook.com/elpais,https://twitter.com/el_pais,https://www.youtube.com/user/elpaiscom,https://www.instagram.com/el_pais/,https://t.me/elpaiscom,,,1976,1996,1996-05-04,,,ES,"Miguel Yuste, 40 - 28037 Madrid",28037,Madrid,national,false,Prisa,"EDICIONES EL PAIS, S.L",true,true,true,General,,private,true,ES_1227,40.4373918,-3.6243924,,,2022-09-06T09:16:53.699Z,2023-01-27T11:11:57.236Z,2022-09-06T09:22:58.469Z,,,"app, web, print","portuguese, catalan, english, spanish","Advertising, Branded content, Suscription, membership or payment, e-Commerce",Madrid,Madrid; Comunidad de
elperiodic.com,true,http://www.elperiodic.com/,https://www.facebook.com/elperiodic,https://twitter.com/elperiodic,https://www.youtube.com/channel/UCeRNWb6OPiybM8pUwRybfJw,https://www.instagram.com/elperiodicpuntocom/,http://bit.ly/telegram-elperiodic-up,,,,2015,2015-02-03,,,ES,"Virgen De La Cabeza 2  12530 - Burriana, Castellón",35215,Burriana,local,true,,"EDITORIAL DIGITAL 2014 SL ",false,false,true,General,,private,false,ES_1309,39.8895925,-0.0848302,,,2022-09-06T09:21:57.303Z,2023-01-27T11:11:26.857Z,2022-09-06T09:22:58.469Z,,,web,"spanish, valencian","Subsidies (public or private), Advertising",Castellón/Castelló,Comunitat Valenciana
El Periódico,true,http://www.elperiodico.com/es/,https://www.facebook.com/elperiodico.catalunya,https://twitter.com/elperiodico,https://www.youtube.com/user/elperiodico,https://www.instagram.com/elperiodico_cas/,https://telegram.me/elperiodico,,,1978,1994,1996-11-01,,,ES,"Consell de Cent, 425-427. 08009 Barcelona",08009,Barcelona,national,false,,"El Periódico de Catalunya, SL",true,true,true,General,,private,true,ES_1229,41.396358,2.1724589,,,2022-09-06T09:22:23.342Z,2023-11-03T15:56:58.924Z,2022-09-06T09:22:58.469Z,,,"app, print, web","spanish, catalan","e-Commerce, Advertising, Branded content",Barcelona,Cataluña
El Poll TV,true,http://www.elpolltv.cat/,https://www.facebook.com/elpolltv,https://twitter.com/marc_elpoll,,https://www.instagram.com/elpolltv/,,,,,2012,,,,ES,"Plaza Catalunya, 6 - 17240 Llagostera (Girona)",17240,Llagostera,local,false,,Associació Audiovisuals Llagostera,false,false,true,General,,private,false,ES_1245,41.8255488,2.8937845,,,2022-09-06T09:22:37.164Z,2023-01-27T11:11:19.532Z,2022-09-06T09:22:58.469Z,,,web,catalan,"Subsidies (public or private), Advertising",Girona,Cataluña
El Prat Ràdio,true,http://www.elpratradio.com/,,https://twitter.com/elpratradio,,https://www.instagram.com/elpratradio/,https://t.me/elpratradio,,,,2002,,,,ES,"Doctor Soler i Torrens, número 3, 08820",08820,El Prat de Llobregat,local,false,XAL (Xarxa Audiovisual Local),EL PRAT COMUNICACIÓ SL,true,false,true,General,,public,false,ES_1250,41.3304711,2.0923598,,,2022-09-06T09:22:15.671Z,2023-01-27T11:11:11.034Z,2022-09-06T09:22:58.469Z,,,"web, radio, app, print, tv","spanish, catalan",Advertising,Barcelona,Cataluña
El Prat TV,true,http://elprat.tv/,https://www.facebook.com/El-Prat-TV-143990365764,https://twitter.com/elprat_tv,https://www.youtube.com/channel/UCd2VF0HcTQ5JCazkKpMIoFQ,https://www.instagram.com/elprat.tv/,https://www.instagram.com/elprat.tv/,,,,2008,2008-09-01,,,ES,"Doctor Soler i Torrens, número 3, 08820",08820,El Prat de Llobregat,local,true,XAL (Xarxa Audiovisual Local),EL PRAT COMUNICACIÓ SL,true,false,true,General,,public,false,ES_1251,41.3304711,2.0923598,,,2022-09-06T09:22:15.700Z,2023-01-27T11:11:11.054Z,2022-09-06T09:22:58.469Z,,,"radio, print, tv, web, app",catalan,,Barcelona,Cataluña
El Punt Avui,true,http://www.elpuntavui.cat,https://www.facebook.com/elpuntavui,https://twitter.com/elpuntavui,https://www.youtube.com/channel/UCRoNKg6FQORPcagZE6dyJww,https://www.instagram.com/el_punt_avui/,https://t.me/elpuntavui,,,1976,1995,1995-04-01,,,ES,"Güell, núm. 68, 17005 de Girona",17005,Barcelona,local,false,Hermes,Hermes Comunicacions S.A.,false,false,true,General,,private,false,ES_1259,41.9512001,2.8023459,,,2022-09-06T09:22:36.279Z,2023-09-06T16:29:23.271Z,2022-09-06T09:22:58.469Z,,,"print, web, app",catalan,"Advertising, Suscription, membership or payment",Girona,Cataluña
El Ripollès Digital,true,https://www.ripollesdigital.cat/,https://www.facebook.com/comunicacions.delripolles,https://twitter.com/CorisaMediaGrup,https://www.youtube.com/channel/UCIYQX8nibnZZBo-HhNa96hw,https://www.instagram.com/CorisaMediaGrup,,,,,,,,,ES,"Colònia Santa Maria, carretera C-17, Km 91,5, 17500 Ripoll, Girona",17800,Ripoll,local,true,Corisa Media Grup,,false,false,,,,private,false,,42.174376868629686,2.192732763647309,,,2024-01-18T14:05:44.823Z,2024-01-18T14:06:50.161Z,2024-01-18T14:06:50.155Z,,,web,catalan,"Advertising, Subsidies (public or private)",Girona,Cataluña
El Salto,true,https://www.elsaltodiario.com/,https://www.facebook.com/ElSaltoDiario,https://twitter.com/ElSaltoDiario,https://www.youtube.com/channel/UCTchro8YRF6DZpVDJJu1_uw,https://www.instagram.com/elsaltodiario/,https://t.me/elsaltodiario,,,,2017,2017-04-01,,,ES,"Plaza Luca de Tena, 13, entreplanta, 28045 - Madrid",28045,Madrid,local,true,,Diagonal,true,true,true,General,,private,false,ES_1265,40.4021808,-3.6944007,,,2022-09-06T09:16:39.286Z,2024-01-16T18:00:41.733Z,2022-09-06T09:22:58.469Z,,,"print, web","valencian, galician, spanish","Suscription, membership or payment, Advertising, Donations and crowdfunding, e-Commerce",Madrid,Madrid; Comunidad de
El Setmanari de Súria,false,http://www.elsetmanaridesuria.cat/,https://www.facebook.com/SetmanarideSuria,https://twitter.com/SetmanariSuria,,,,,,,,,,,ES,"Vallirana, 38 –08006 Barcelona",08006,Súria,local,false,,"Spinvest Serveis, SL",,,,,,,false,ES_1269,41.4040441,2.1480363,,,2022-09-06T09:22:18.529Z,2023-01-27T11:11:11.093Z,2022-09-06T09:22:58.469Z,,,web,catalan,,Barcelona,Cataluña
El Sot,true,http://elsot.cat/,https://www.facebook.com/el.sot.1,https://twitter.com/elsotcat,https://www.youtube.com/channel/UC1gJhcxo-6rccTbSRK3xV6A,https://www.instagram.com/elsotcat/,,,,,2009,,,,ES,08192 Sant Quirze del Vallès,08192,Sant Quirze del Vallès,local,true,,Josep Busqueta Gavaldà,false,false,true,General,,private,false,ES_1272,41.5351317,2.0776681,,,2022-09-06T09:22:14.470Z,2023-01-27T11:11:11.116Z,2022-09-06T09:22:58.469Z,,,web,catalan,Advertising,Barcelona,Cataluña
El Tecnològic,false,https://eltecnologic.cat/,https://facebook.com/el.tecnologic,https://twitter.com/el_tecnologic,,https://www.instagram.com/el_tecnologic/,,,,,2018,2018-08-01,2023,,ES,,,Barcelona,local,true,,Formiga Online Solutions,false,false,false,,,private,,,,,,,2023-08-02T18:55:36.228Z,2024-03-03T19:43:49.241Z,2023-08-02T18:55:39.562Z,,,web,"catalan, galician",Advertising,Barcelona,Cataluña
El Temps,true,http://www.eltemps.cat/,https://www.facebook.com/setmanarieltemps,https://twitter.com/ElTemps_actu,,https://instagram.com/eltempscat,https://t.me/eltempscat,,,1985,1994,1994-06-06,,,ES,"Octubre Centre de Cultura Contemporània  de Sant Ferran, 12 - 46001 - València ",46001,Valencia,local,false,,"Edicions del País Valencià, SA",false,false,false,Política,Política,private,false,ES_1279,39.4729986,-0.3770216,,,2022-09-06T09:21:53.431Z,2023-09-06T16:27:23.109Z,2022-09-06T09:22:58.469Z,,,"print, web",catalan,"Suscription, membership or payment, Subsidies (public or private), Advertising",Valencia/València,Comunitat Valenciana
El Ter,true,http://www.elter.net/,https://www.facebook.com/elterpuntnet,https://twitter.com/elterpuntnet,https://www.youtube.com/channel/UCyQL7GPvea3U1D6hS2sAfNQ?view_as=subscriber,,https://t.me/elternet,,,,2005,,,,ES,Plaza Dalt Vila CAN PUGET - 08560 - Manlleu (Osona),08560,Manlleu,local,true,,Manlleu Mitjans de Comunicació SLU,true,false,true,General,,public,false,ES_1280,42.0011389,2.2836208,,,2022-09-06T09:22:30.485Z,2023-01-27T11:11:11.158Z,2022-09-06T09:22:58.469Z,,,"radio, web",catalan,Advertising,Barcelona,Cataluña
El Tot Granollers,false,http://www.eltotgranollers.cat/,https://www.facebook.com/El-Tot-Granollers-i-Vall%C3%A8s-Oriental-239173202802706,https://twitter.com/eltotgranollers,,,,,,,,,,,ES,"C. Roger de Flor, 71 - 2n pis · 08401 Granollers",08401,Vallès Oriental,local,false,,,,,,,,,false,ES_1286,41.6068401,2.2833189,,,2022-09-06T09:22:30.415Z,2023-01-27T11:11:11.180Z,2022-09-06T09:22:58.469Z,,,web,catalan,,Barcelona,Cataluña
El Tot Mataró i Maresme,false,http://www.totmataro.cat/,https://www.facebook.com/totmataro,https://twitter.com/totmataro,,,,,,,2006,,2020,2020-09-17,ES,"D'EN XAMMAR, 11, 08301 MATARÓ (BARCELONA)",08301,Maresme,local,false,,"EL TOT MATARÓ, SL",,,,,,private,false,ES_1287,41.5396194,2.4476267,,,2022-09-06T09:22:31.937Z,2024-03-03T18:26:56.766Z,2022-09-06T09:22:58.469Z,,,web,catalan,,Barcelona,Cataluña
El Travesser,true,http://www.eltravesser.cat/,https://www.facebook.com/eltravesser.bloc,https://twitter.com/ElTravesser,https://www.youtube.com/channel/UCXDTqXyjBjvDEgQmWdDz6mQ,https://www.instagram.com/eltravesser.cat/,,,,,2012,,,,ES,"Plaça de la Torratxa, 43800 Valls, Tarragona, Catalunya",43800,Valls,local,false,,Francesc Fàbregas i Gaya,false,false,false,Deportes,Fútbol regional en Cataluña,private,false,ES_1288,41.2872481,1.2545805,,,2022-09-06T09:22:05.775Z,2023-01-27T11:11:22.079Z,2022-09-06T09:22:58.469Z,,,web,catalan,"Advertising, Subsidies (public or private)",Tarragona,Cataluña
El Triangle,true,http://www.eltriangle.eu/,https://www.facebook.com/el.triangle.7,https://twitter.com/El_Triangle,https://www.youtube.com/channel/UCTIjmYEMYSpdGonuAgNhbcg,,,,,,,,,,ES,"Bergara, 15, 08002 Barcelona",08002,Barcelona,local,false,,,false,false,true,General,,private,false,ES_1289,41.3862836,2.1687539,,,2022-09-06T09:22:22.420Z,2023-01-27T11:11:11.226Z,2022-09-06T09:22:58.469Z,,,"print, web",catalan,"Branded content, Subsidies (public or private), Suscription, membership or payment, Advertising",Barcelona,Cataluña
El Vallenc,true,http://www.elvallenc.cat/,https://www.facebook.com/setmanari.vallenc,https://twitter.com/elvallenc,https://www.youtube.com/channel/UCFJYKmPknHyFDO69fJDRbCQ,https://www.instagram.com/elvallenc/,,,,,2013,,,,ES,"Plaza de la Torratxa, s/n · 43800 VALLS",43800,Alt Camp,local,false,,El Vallenc,false,false,true,General,,public,false,ES_1290,41.2872481,1.2545805,,,2022-09-06T09:22:05.838Z,2023-01-27T11:11:22.099Z,2022-09-06T09:22:58.469Z,,,"print, web",catalan,"Subsidies (public or private), Advertising",Tarragona,Cataluña
Emporda Digital,true,http://empordadigital.cat/,https://www.facebook.com/empordatv,https://twitter.com/TVEmporda,https://www.youtube.com/user/empordatv,https://www.instagram.com/empordatv/,,,,,2007,,,,ES,,,,local,false,XAL (Xarxa Audiovisual Local),,false,false,true,General,,private,false,ES_1314,,,,,2022-09-06T09:22:43.795Z,2023-01-27T11:11:19.553Z,2022-09-06T09:22:58.469Z,,,"tv, web",catalan,,Girona,Cataluña
Empordà Info,true,http://www.emporda.info/,https://www.facebook.com/fan.emporda.info,https://twitter.com/emporda_info,,https://www.instagram.com/emporda_info/,http://telegram.me/Emporda_bot,,,,2001,,,,ES,"Figueres, a l’Avenida Salvador Dalí, 79, 17600",17600,Alt Empordà,local,false,Prensa Ibérica,"Edicions Intercomarcals, S.A.",false,false,true,General,,private,false,ES_1315,42.261934,2.958412,,,2022-09-06T09:22:37.448Z,2023-01-27T11:11:19.569Z,2022-09-06T09:22:58.469Z,,,"print, web, app",catalan,"Suscription, membership or payment, Advertising, Branded content",Girona,Cataluña
Emun FM Ràdio,true,http://www.emunfmradio.cat/,https://www.facebook.com/emunfmradio,https://twitter.com/Emunfm/,https://www.youtube.com/channel/UCAWXpt73F2xqygyjP5Y3Lyg,https://www.instagram.com/emunfm/,,,,,2011,,,,ES,,,"Albesa, Alfarràs, Alguaire, Almernar, Torrefarera",local,false,,Emun Fm Ràdio,true,false,true,General,,unknown,false,ES_1320,41.830647,0.5687512,,,2022-09-06T09:22:00.162Z,2023-01-27T11:11:20.775Z,2022-09-06T09:22:58.469Z,,,"web, radio",catalan,Advertising,Lleida,Cataluña
Enderrock,true,http://www.enderrock.cat/,https://www.facebook.com/GrupEnderrock,https://twitter.com/enderrock,https://www.youtube.com/channel/UCHnWdAPT4U0CRf0MO5XmJgA,https://www.instagram.com/grupenderrock/,https://telegram.me/enderrock,,,,2006,,,,ES," Muntaner, 477, bxs. 2a · 08021 Barcelona",08021,Barcelona,local,false,,GRUP ENDERROCK EDICIONS SL,false,false,false,Cultura (literatura; cine; música; arte),Música pop,private,false,ES_1333,41.4024199,2.1382879,,,2022-09-06T09:22:17.086Z,2023-01-27T11:11:11.402Z,2022-09-06T09:22:58.469Z,,,"web, print",catalan,"Subsidies (public or private), Advertising",Barcelona,Cataluña
E-Notícies,true,http://www.e-noticies.cat/,https://www.facebook.com/enoticies,https://twitter.com/enoticiescat,https://www.youtube.com/channel/UCvVfIFSYID4oBTDCejaYKzQ,https://www.instagram.com/xriusenoticies/,,,,,2001,,,,ES,"Indústria 60, local 7 - 08025 Barcelona",08025,Varcelona,local,true,,EDR Interactiva SL,false,false,true,General,,private,false,ES_995,41.4083076,2.1720423,,,2022-09-06T09:22:23.052Z,2023-01-27T11:11:10.327Z,2022-09-06T09:22:58.469Z,,,web,catalan,"Advertising, Subsidies (public or private)",Barcelona,Cataluña
Entorn Revista Digital,false,http://www.revistaentorn.com/,https://www.facebook.com/Revista-Entorn-226330444084635,,,,,,,,,,,,ES,,,Mallorca,local,true,,Revista Entorn,,,,,,,false,ES_1341,39.6952629,3.0175712,,,2022-09-06T09:22:37.891Z,2023-01-27T11:10:52.422Z,2022-09-06T09:22:58.469Z,,,web,catalan,,Illes Balears,Balears; Illes
Entreacte,true,http://entreacte.cat/,https://www.facebook.com/RevistaEntreacte,https://twitter.com/Entreacte_,,https://www.instagram.com/entreacte_/,,,,,2009,,,,ES,"Sant Adrià, 20, 08030 Barcelona",08030,Barcelona,local,false,,Associació d'Actors i Directors Professionals de Catalunya (AADPC),false,false,false,Cultura (literatura; cine; música; arte),Artes escénicas y audiovisuales,,false,ES_1345,41.4336813,2.1916172,,,2022-09-06T09:22:26.028Z,2023-01-27T11:11:11.425Z,2022-09-06T09:22:58.469Z,,,"web, print",catalan,"Subsidies (public or private), Advertising",Barcelona,Cataluña
Eroski Consumer,true,http://www.consumer.es/,https://www.facebook.com/EroskiConsumer,https://twitter.com/eroskiconsumer,https://www.youtube.com/user/consumereroski,https://www.instagram.com/eroskioficial/,,,,,1998,,,,ES,"Barrio San Agustín, s/n - 48230 Elorrio - Bizkaia",48230,Elorrio,national,false,,EROSKI S. Coop.,false,false,false,Otros,Consumidores,private,false,ES_1351,43.1327371,-2.5530831,,,2022-09-06T09:17:08.053Z,2023-01-27T11:12:18.220Z,2022-09-06T09:22:58.469Z,,,"app, print, web","galician, spanish, catalan, basque","e-Commerce, Advertising",Bizkaia,País Vasco
Es Diari,false,http://www.esdiari.com/,https://www.facebook.com/esdiari,https://twitter.com/esdiari,,,,,,,1998,,,,ES,Plaza Miranda 20 2º D3 Mahón 07702 (Menorca) Illes Balears,07702,Menorca,local,true,,Soluciones Técnicas 3 Webd SL,,,,,,private,false,ES_1359,39.8861509,4.2615205,,,2022-09-06T09:22:39.633Z,2023-01-27T11:10:52.442Z,2022-09-06T09:22:58.469Z,,,web,catalan,,Illes Balears,Balears; Illes
Esguard,false,http://www.revistaesguard.cat,https://www.facebook.com/RevistaEsguard/,https://twitter.com/RevistaEsguard,,,,,,,2012,,,,ES,"Sant Pere Mitjà, 67 - 08003Barcelona",08003,Barcelona,local,true,,,,,,,,private,false,ES_1370,41.3886539,2.1782042,,,2022-09-06T09:22:24.274Z,2023-01-27T11:11:11.490Z,2022-09-06T09:22:58.469Z,,,,catalan,,Barcelona,Cataluña
Espluga FM Ràdio,true,http://www.esplugafmradio.info,https://www.facebook.com/esplugafmradio,https://twitter.com/esplugafmradio,https://www.youtube.com/user/esplugafmradio,https://www.instagram.com/esplugafmradio/,,,,,2012,,,,ES,"Torres Jordi, 16 - l'Espluga de Francolí",43440,L’Espluga de Francolí,local,false,,,true,false,true,General,,,false,ES_1380,41.3963546,1.1037338,,,2022-09-06T09:22:02.544Z,2023-01-27T11:11:22.119Z,2022-09-06T09:22:58.469Z,,,"web, radio, print, tv",catalan,Subsidies (public or private),Tarragona,Cataluña
Esquerra Diari Catalunya,true,https://www.esquerradiari.cat/,https://www.facebook.com/EsquerraDiari/,https://twitter.com/EsquerraDiari,https://youtube.com/EsquerraDiari,https://www.instagram.com/esquerradiari/,https://t.me/EsquerraDiari,,,,,,,,ES,,,Barcelona,local,true,,,false,false,,,,unknown,false,,,,,,2024-03-04T09:19:41.147Z,2024-03-04T09:19:42.280Z,2024-03-04T09:19:42.272Z,,,web,catalan,Donations and crowdfunding,Barcelona,Cataluña
ÉsTeVa,true,http://www.etv.cat/,https://www.facebook.com/etv.llobregat,https://twitter.com/etvllobregat,,,,,,,,,,,ES,Verge de Guadalupe 28-30 - Esplugues de llobregat,08950,Baix Llobregat,local,false,XAL (Xarxa Audiovisual Local),,false,false,true,General,,private,false,ES_1388,41.3701565,2.0876274,,,2022-09-06T09:22:15.031Z,2023-01-27T11:11:11.578Z,2022-09-06T09:22:58.469Z,,,"tv, web",catalan,,Barcelona,Cataluña
Estris,true,http://www.estris.cat/,https://www.facebook.com/revistaEstris,https://twitter.com/revistaEstris,https://www.youtube.com/channel/UCPYTLEmZ6j-WGvioqrqFAxA,https://instagram.com/revistaestris,,,,,2009,,,,ES,"Carrer de Numancia, 149-151, 08029 Barcelona",08029,,local,false,,Moviment de Centres d'Esplai Cristians Catalans de la Fundació Pere Tarrés,false,false,false,Técnicas y profesionales,Profesionales y voluntarios del ámbito de la educación,public,false,ES_1393,41.3879985,2.1336888,,,2022-09-06T09:22:16.567Z,2023-01-27T11:11:11.597Z,2022-09-06T09:22:58.469Z,,,"web, print",catalan,Subsidies (public or private),Barcelona,Cataluña
Ets El Que Menges,false,http://www.etselquemenges.cat/,https://www.facebook.com/etselquemenges,https://twitter.com/ETSELQUEMENGES,https://www.youtube.com/user/Etselquemenges,https://www.instagram.com/etselquemenges.cat/,,,,,2011,2011-05-08,2023,,ES,"Via Augusta 42-44 Entresòl 4 08006, Barcelona",08006,,local,false,,"ETS EL QUE MENGES, SL",false,false,false,Salud,"Salud y nutrición, alimentación saludable",,false,ES_1398,41.3981269,2.1539532,,,2022-09-06T09:22:18.974Z,2024-03-03T19:50:23.699Z,2022-09-06T09:22:58.469Z,,,"print, tv, web",catalan,"Subsidies (public or private), Advertising, Suscription, membership or payment",Barcelona,Cataluña
Fem Safareig,true,http://www.femsafareig.cat/,https://www.facebook.com/www.femsafareig.cat,https://twitter.com/femsafareigcat,,,,,,,2011,2011-06-30,,,ES,"43330 Riudoms, Tarragona",43330,Ruidoms,local,true,,,,,,,,private,false,ES_1439,41.1387447,1.0548291,,,2022-09-06T09:22:02.367Z,2024-03-03T20:30:39.416Z,2022-09-06T09:22:58.469Z,,,web,catalan,,Tarragona,Cataluña
Fésta,true,http://festadirecte.cat/,https://www.facebook.com/festadirectecatt,https://twitter.com/festadirecte,,https://www.instagram.com/festadirecte/,,,,,2013,2013-04-23,,,ES,"carrer Caballero, 65 08014 Barcelona",08014,,local,true,,Catmèdia Global SL,false,false,false,Cultura (literatura; cine; música; arte),Artes escénicas,private,false,ES_1441,41.3832889,2.136604,,,2022-09-06T09:22:16.729Z,2023-01-27T11:11:21.599Z,2022-09-06T09:22:58.469Z,,,web,catalan,Advertising,ES Unknown,
Flaix FM,true,https://www.flaixfm.cat/,https://www.facebook.com/flaixfm,https://twitter.com/flaixfm,https://www.youtube.com/channel/UC3uRbnBMTtS9l4tlsLcl1Mw,https://www.instagram.com/flaixfmoficial/,,,,,2006,,,,ES,"Passeig de Gràcia, 55, 08007 Barcelona",08007,Barcelona,local,false,,,true,false,false,Ocio y entretenimiento,Programación y promoción de la fórmula musical de la emisora,,false,ES_1456,41.3923037,2.1635693,,,2022-09-06T09:22:20.088Z,2023-01-27T11:11:11.729Z,2022-09-06T09:22:58.469Z,,,"app, radio, web",catalan,,Barcelona,Cataluña
